Month,Sales,Account,business_unit,Currency,Year,Scenario
Feb,-11806223,Cost of Goods Sold,Hardware,USD,2014,Actuals
Jan,-12281785,Cost of Goods Sold,Hardware,USD,2014,Actuals
Jul,-8571654,Cost of Goods Sold,Hardware,USD,2014,Actuals
Jun,-12346026,Cost of Goods Sold,Hardware,USD,2014,Actuals
Mar,-16195590,Cost of Goods Sold,Hardware,USD,2014,Actuals
May,-7594755,Cost of Goods Sold,Hardware,USD,2014,Actuals
Nov,-12192298,Cost of Goods Sold,Hardware,USD,2014,Actuals
Oct,-9660014,Cost of Goods Sold,Hardware,USD,2014,Actuals
Sep,-13697258,Cost of Goods Sold,Hardware,USD,2014,Actuals
Apr,-8716303,Cost of Goods Sold,Hardware,USD,2014,Actuals
Aug,-8792279,Cost of Goods Sold,Hardware,USD,2014,Actuals
Dec,-1561563,Commissions Expense,Hardware,USD,2014,Actuals
Feb,-1096480,Commissions Expense,Hardware,USD,2014,Actuals
Jan,-1071411,Commissions Expense,Hardware,USD,2014,Actuals
Jul,-823868,Commissions Expense,Hardware,USD,2014,Actuals
Jun,-1304916,Commissions Expense,Hardware,USD,2014,Actuals
Mar,-1629789,Commissions Expense,Hardware,USD,2014,Actuals
May,-754325,Commissions Expense,Hardware,USD,2014,Actuals
Nov,-1163913,Commissions Expense,Hardware,USD,2014,Actuals
Oct,-938741,Commissions Expense,Hardware,USD,2014,Actuals
Sep,-1590942,Commissions Expense,Hardware,USD,2014,Actuals
Apr,-758301,Commissions Expense,Hardware,USD,2014,Actuals
Aug,-817673,Commissions Expense,Hardware,USD,2014,Actuals
Dec,-3950404,Payroll Expense,Hardware,USD,2014,Actuals
Feb,-2916140,Payroll Expense,Hardware,USD,2014,Actuals
Jan,-2862315,Payroll Expense,Hardware,USD,2014,Actuals
Jul,-1933361,Payroll Expense,Hardware,USD,2014,Actuals
Jun,-2969483,Payroll Expense,Hardware,USD,2014,Actuals
Mar,-3680507,Payroll Expense,Hardware,USD,2014,Actuals
May,-2017248,Payroll Expense,Hardware,USD,2014,Actuals
Nov,-3143791,Payroll Expense,Hardware,USD,2014,Actuals
Oct,-2092959,Payroll Expense,Hardware,USD,2014,Actuals
Sep,-3462148,Payroll Expense,Hardware,USD,2014,Actuals
Apr,-2237785,Payroll Expense,Hardware,USD,2014,Actuals
Aug,-2483806,Payroll Expense,Hardware,USD,2014,Actuals
Dec,-403062,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Feb,-281721,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Jan,-295032,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Jul,-210549,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Jun,-277921,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Mar,-360010,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
May,-177449,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Nov,-339129,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Oct,-241749,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Sep,-394839,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Apr,-215094,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Aug,-251945,Travel & Entertainment Expense,Hardware,USD,2014,Actuals
Dec,-1538947,R&D Expense,Hardware,USD,2014,Actuals
Feb,-1206612,R&D Expense,Hardware,USD,2014,Actuals
Jan,-1184703,R&D Expense,Hardware,USD,2014,Actuals
Jul,-802138,R&D Expense,Hardware,USD,2014,Actuals
Jun,-1217784,R&D Expense,Hardware,USD,2014,Actuals
Mar,-1706514,R&D Expense,Hardware,USD,2014,Actuals
May,-719494,R&D Expense,Hardware,USD,2014,Actuals
Nov,-1347763,R&D Expense,Hardware,USD,2014,Actuals
Oct,-929984,R&D Expense,Hardware,USD,2014,Actuals
Sep,-1342224,R&D Expense,Hardware,USD,2014,Actuals
Apr,-787069,R&D Expense,Hardware,USD,2014,Actuals
Aug,-1010960,R&D Expense,Hardware,USD,2014,Actuals
Dec,-2087346,Consulting Expense,Hardware,USD,2014,Actuals
Feb,-1412122,Consulting Expense,Hardware,USD,2014,Actuals
Jan,-1396550,Consulting Expense,Hardware,USD,2014,Actuals
Jul,-1158758,Consulting Expense,Hardware,USD,2014,Actuals
Jun,-1460281,Consulting Expense,Hardware,USD,2014,Actuals
Mar,-1960177,Consulting Expense,Hardware,USD,2014,Actuals
May,-1016393,Consulting Expense,Hardware,USD,2014,Actuals
Nov,-1655140,Consulting Expense,Hardware,USD,2014,Actuals
Oct,-1095283,Consulting Expense,Hardware,USD,2014,Actuals
Sep,-1926307,Consulting Expense,Hardware,USD,2014,Actuals
Apr,-1021805,Consulting Expense,Hardware,USD,2014,Actuals
Aug,-1212490,Consulting Expense,Hardware,USD,2014,Actuals
Dec,-2825224,Software/Hardware Expense,Hardware,USD,2014,Actuals
Feb,-1910219,Software/Hardware Expense,Hardware,USD,2014,Actuals
Jan,-2055703,Software/Hardware Expense,Hardware,USD,2014,Actuals
Jul,-1615169,Software/Hardware Expense,Hardware,USD,2014,Actuals
Jun,-2260644,Software/Hardware Expense,Hardware,USD,2014,Actuals
Mar,-2832136,Software/Hardware Expense,Hardware,USD,2014,Actuals
May,-1364825,Software/Hardware Expense,Hardware,USD,2014,Actuals
Nov,-2194746,Software/Hardware Expense,Hardware,USD,2014,Actuals
Oct,-1789944,Software/Hardware Expense,Hardware,USD,2014,Actuals
Sep,-2372522,Software/Hardware Expense,Hardware,USD,2014,Actuals
Apr,-1380565,Software/Hardware Expense,Hardware,USD,2014,Actuals
Aug,-1655450,Software/Hardware Expense,Hardware,USD,2014,Actuals
Dec,-790325,Marketing Expense,Hardware,USD,2014,Actuals
Feb,-553460,Marketing Expense,Hardware,USD,2014,Actuals
Jan,-551509,Marketing Expense,Hardware,USD,2014,Actuals
Jul,-421945,Marketing Expense,Hardware,USD,2014,Actuals
Jun,-561327,Marketing Expense,Hardware,USD,2014,Actuals
Mar,-858779,Marketing Expense,Hardware,USD,2014,Actuals
May,-346671,Marketing Expense,Hardware,USD,2014,Actuals
Nov,-646474,Marketing Expense,Hardware,USD,2014,Actuals
Oct,-436835,Marketing Expense,Hardware,USD,2014,Actuals
Sep,-699116,Marketing Expense,Hardware,USD,2014,Actuals
Apr,-444914,Marketing Expense,Hardware,USD,2014,Actuals
Aug,-459673,Marketing Expense,Hardware,USD,2014,Actuals
Dec,87753553,Sales,Software,USD,2015,Actuals
Feb,53003500,Sales,Software,USD,2015,Actuals
Jan,56564696,Sales,Software,USD,2015,Actuals
Jul,99534990,Sales,Software,USD,2015,Actuals
Jun,83822589,Sales,Software,USD,2015,Actuals
Mar,57123654,Sales,Software,USD,2015,Actuals
May,86240365,Sales,Software,USD,2015,Actuals
Nov,75992432,Sales,Software,USD,2015,Actuals
Oct,87960046,Sales,Software,USD,2015,Actuals
Sep,75595351,Sales,Software,USD,2015,Actuals
Apr,51517884,Sales,Software,USD,2015,Actuals
Aug,56551959,Sales,Software,USD,2015,Actuals
Dec,-35668763,Cost of Goods Sold,Software,USD,2015,Actuals
Feb,-24023570,Cost of Goods Sold,Software,USD,2015,Actuals
Jan,-26025524,Cost of Goods Sold,Software,USD,2015,Actuals
Jul,-48369463,Cost of Goods Sold,Software,USD,2015,Actuals
Jun,-34138458,Cost of Goods Sold,Software,USD,2015,Actuals
Mar,-23452691,Cost of Goods Sold,Software,USD,2015,Actuals
May,-38340811,Cost of Goods Sold,Software,USD,2015,Actuals
Nov,-37770955,Cost of Goods Sold,Software,USD,2015,Actuals
Oct,-36132005,Cost of Goods Sold,Software,USD,2015,Actuals
Sep,-31307040,Cost of Goods Sold,Software,USD,2015,Actuals
Apr,-24109262,Cost of Goods Sold,Software,USD,2015,Actuals
Aug,-26510883,Cost of Goods Sold,Software,USD,2015,Actuals
Dec,-4368917,Commissions Expense,Software,USD,2015,Actuals
Feb,-2344026,Commissions Expense,Software,USD,2015,Actuals
Jan,-2693681,Commissions Expense,Software,USD,2015,Actuals
Jul,-4021826,Commissions Expense,Software,USD,2015,Actuals
Jun,-3442089,Commissions Expense,Software,USD,2015,Actuals
Mar,-2342553,Commissions Expense,Software,USD,2015,Actuals
May,-3959339,Commissions Expense,Software,USD,2015,Actuals
Nov,-3553160,Commissions Expense,Software,USD,2015,Actuals
Oct,-3864192,Commissions Expense,Software,USD,2015,Actuals
Sep,-3439053,Commissions Expense,Software,USD,2015,Actuals
Apr,-2075015,Commissions Expense,Software,USD,2015,Actuals
Aug,-2656419,Commissions Expense,Software,USD,2015,Actuals
Dec,-9278911,Payroll Expense,Software,USD,2015,Actuals
Feb,-5810585,Payroll Expense,Software,USD,2015,Actuals
Jan,-6107421,Payroll Expense,Software,USD,2015,Actuals
Jul,-10994327,Payroll Expense,Software,USD,2015,Actuals
Jun,-9081939,Payroll Expense,Software,USD,2015,Actuals
Mar,-7021257,Payroll Expense,Software,USD,2015,Actuals
May,-10773242,Payroll Expense,Software,USD,2015,Actuals
Nov,-9183322,Payroll Expense,Software,USD,2015,Actuals
Oct,-9613130,Payroll Expense,Software,USD,2015,Actuals
Sep,-7861085,Payroll Expense,Software,USD,2015,Actuals
Apr,-6051373,Payroll Expense,Software,USD,2015,Actuals
Aug,-6548834,Payroll Expense,Software,USD,2015,Actuals
Dec,-987089,Travel & Entertainment Expense,Software,USD,2015,Actuals
Feb,-545279,Travel & Entertainment Expense,Software,USD,2015,Actuals
Jan,-587893,Travel & Entertainment Expense,Software,USD,2015,Actuals
Jul,-1098610,Travel & Entertainment Expense,Software,USD,2015,Actuals
Jun,-855026,Travel & Entertainment Expense,Software,USD,2015,Actuals
Mar,-588026,Travel & Entertainment Expense,Software,USD,2015,Actuals
May,-985449,Travel & Entertainment Expense,Software,USD,2015,Actuals
Nov,-880356,Travel & Entertainment Expense,Software,USD,2015,Actuals
Oct,-1016017,Travel & Entertainment Expense,Software,USD,2015,Actuals
Sep,-809897,Travel & Entertainment Expense,Software,USD,2015,Actuals
Apr,-545095,Travel & Entertainment Expense,Software,USD,2015,Actuals
Aug,-701066,Travel & Entertainment Expense,Software,USD,2015,Actuals
Dec,-3960801,R&D Expense,Software,USD,2015,Actuals
Feb,-2462961,R&D Expense,Software,USD,2015,Actuals
Jan,-2724738,R&D Expense,Software,USD,2015,Actuals
Jul,-3981861,R&D Expense,Software,USD,2015,Actuals
Jun,-3632483,R&D Expense,Software,USD,2015,Actuals
Mar,-2377917,R&D Expense,Software,USD,2015,Actuals
May,-4192334,R&D Expense,Software,USD,2015,Actuals
Nov,-3114375,R&D Expense,Software,USD,2015,Actuals
Oct,-3866225,R&D Expense,Software,USD,2015,Actuals
Sep,-3621911,R&D Expense,Software,USD,2015,Actuals
Apr,-2391429,R&D Expense,Software,USD,2015,Actuals
Aug,-2692169,R&D Expense,Software,USD,2015,Actuals
Dec,-4467813,Consulting Expense,Software,USD,2015,Actuals
Feb,-3030650,Consulting Expense,Software,USD,2015,Actuals
Jan,-3196353,Consulting Expense,Software,USD,2015,Actuals
Jul,-5350859,Consulting Expense,Software,USD,2015,Actuals
Jun,-4667697,Consulting Expense,Software,USD,2015,Actuals
Mar,-3299636,Consulting Expense,Software,USD,2015,Actuals
May,-5147180,Consulting Expense,Software,USD,2015,Actuals
Nov,-3882597,Consulting Expense,Software,USD,2015,Actuals
Oct,-5144107,Consulting Expense,Software,USD,2015,Actuals
Sep,-4194381,Consulting Expense,Software,USD,2015,Actuals
Apr,-2687879,Consulting Expense,Software,USD,2015,Actuals
Aug,-3211296,Consulting Expense,Software,USD,2015,Actuals
Dec,-7218683,Software/Hardware Expense,Software,USD,2015,Actuals
Feb,-3830881,Software/Hardware Expense,Software,USD,2015,Actuals
Jan,-4765178,Software/Hardware Expense,Software,USD,2015,Actuals
Jul,-7460187,Software/Hardware Expense,Software,USD,2015,Actuals
Jun,-7070792,Software/Hardware Expense,Software,USD,2015,Actuals
Mar,-4742612,Software/Hardware Expense,Software,USD,2015,Actuals
May,-7247016,Software/Hardware Expense,Software,USD,2015,Actuals
Nov,-5760591,Software/Hardware Expense,Software,USD,2015,Actuals
Oct,-6830492,Software/Hardware Expense,Software,USD,2015,Actuals
Sep,-6058210,Software/Hardware Expense,Software,USD,2015,Actuals
Apr,-4411760,Software/Hardware Expense,Software,USD,2015,Actuals
Aug,-4155646,Software/Hardware Expense,Software,USD,2015,Actuals
Dec,-2038375,Marketing Expense,Software,USD,2015,Actuals
Feb,-1152623,Marketing Expense,Software,USD,2015,Actuals
Jan,-1373322,Marketing Expense,Software,USD,2015,Actuals
Jul,-2254182,Marketing Expense,Software,USD,2015,Actuals
Jun,-1846409,Marketing Expense,Software,USD,2015,Actuals
Mar,-1366324,Marketing Expense,Software,USD,2015,Actuals
May,-1771647,Marketing Expense,Software,USD,2015,Actuals
Nov,-1782794,Marketing Expense,Software,USD,2015,Actuals
Oct,-1859575,Marketing Expense,Software,USD,2015,Actuals
Sep,-1753534,Marketing Expense,Software,USD,2015,Actuals
Apr,-1216887,Marketing Expense,Software,USD,2015,Actuals
Aug,-1313623,Marketing Expense,Software,USD,2015,Actuals
Dec,20183317.19,Sales,Advertising,USD,2015,Actuals
Feb,13250875,Sales,Advertising,USD,2015,Actuals
Jan,13575527.04,Sales,Advertising,USD,2015,Actuals
Jul,29860497,Sales,Advertising,USD,2015,Actuals
Jun,22632099.03,Sales,Advertising,USD,2015,Actuals
Mar,12567203.88,Sales,Advertising,USD,2015,Actuals
May,17248073,Sales,Advertising,USD,2015,Actuals
Nov,18998108,Sales,Advertising,USD,2015,Actuals
Oct,21110411.04,Sales,Advertising,USD,2015,Actuals
Sep,21166698.28,Sales,Advertising,USD,2015,Actuals
Apr,11849113.32,Sales,Advertising,USD,2015,Actuals
Aug,11875911.39,Sales,Advertising,USD,2015,Actuals
Dec,-9444026,Cost of Goods Sold,Advertising,USD,2015,Actuals
Feb,-6401417,Cost of Goods Sold,Advertising,USD,2015,Actuals
Jan,-6729976,Cost of Goods Sold,Advertising,USD,2015,Actuals
Jul,-14362489,Cost of Goods Sold,Advertising,USD,2015,Actuals
Jun,-10063433,Cost of Goods Sold,Advertising,USD,2015,Actuals
Mar,-5214635,Cost of Goods Sold,Advertising,USD,2015,Actuals
May,-8186261,Cost of Goods Sold,Advertising,USD,2015,Actuals
Nov,-7767663,Cost of Goods Sold,Advertising,USD,2015,Actuals
Oct,-10387292,Cost of Goods Sold,Advertising,USD,2015,Actuals
Sep,-10502083,Cost of Goods Sold,Advertising,USD,2015,Actuals
Apr,-5538678,Cost of Goods Sold,Advertising,USD,2015,Actuals
Aug,-5530666,Cost of Goods Sold,Advertising,USD,2015,Actuals
Dec,-838505,Commissions Expense,Advertising,USD,2015,Actuals
Feb,-581423,Commissions Expense,Advertising,USD,2015,Actuals
Jan,-573757,Commissions Expense,Advertising,USD,2015,Actuals
Jul,-1320510,Commissions Expense,Advertising,USD,2015,Actuals
Jun,-946266,Commissions Expense,Advertising,USD,2015,Actuals
Mar,-551830,Commissions Expense,Advertising,USD,2015,Actuals
May,-788385,Commissions Expense,Advertising,USD,2015,Actuals
Nov,-880529,Commissions Expense,Advertising,USD,2015,Actuals
Oct,-992444,Commissions Expense,Advertising,USD,2015,Actuals
Sep,-965560,Commissions Expense,Advertising,USD,2015,Actuals
Apr,-577052,Commissions Expense,Advertising,USD,2015,Actuals
Aug,-513412,Commissions Expense,Advertising,USD,2015,Actuals
Dec,-2381177,Payroll Expense,Advertising,USD,2015,Actuals
Feb,-1452547,Payroll Expense,Advertising,USD,2015,Actuals
Jan,-1568759,Payroll Expense,Advertising,USD,2015,Actuals
Jul,-3326590,Payroll Expense,Advertising,USD,2015,Actuals
Jun,-2647780,Payroll Expense,Advertising,USD,2015,Actuals
Mar,-1515316,Payroll Expense,Advertising,USD,2015,Actuals
May,-1918417,Payroll Expense,Advertising,USD,2015,Actuals
Nov,-2237769,Payroll Expense,Advertising,USD,2015,Actuals
Oct,-2383045,Payroll Expense,Advertising,USD,2015,Actuals
Sep,-2625789,Payroll Expense,Advertising,USD,2015,Actuals
Apr,-1374790,Payroll Expense,Advertising,USD,2015,Actuals
Aug,-1280946,Payroll Expense,Advertising,USD,2015,Actuals
Dec,-241255,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Feb,-153332,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Jan,-158356,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Jul,-317201,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Jun,-251822,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Mar,-156029,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
May,-212057,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Nov,-194390,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Oct,-237761,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Sep,-235638,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Apr,-135853,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Aug,-144379,Travel & Entertainment Expense,Advertising,USD,2015,Actuals
Dec,-811089,R&D Expense,Advertising,USD,2015,Actuals
Feb,-607225,R&D Expense,Advertising,USD,2015,Actuals
Jan,-628560,R&D Expense,Advertising,USD,2015,Actuals
Jul,-1259315,R&D Expense,Advertising,USD,2015,Actuals
Jun,-942950,R&D Expense,Advertising,USD,2015,Actuals
Mar,-605967,R&D Expense,Advertising,USD,2015,Actuals
May,-761411,R&D Expense,Advertising,USD,2015,Actuals
Nov,-848637,R&D Expense,Advertising,USD,2015,Actuals
Oct,-888540,R&D Expense,Advertising,USD,2015,Actuals
Sep,-932114,R&D Expense,Advertising,USD,2015,Actuals
Apr,-523211,R&D Expense,Advertising,USD,2015,Actuals
Aug,-593077,R&D Expense,Advertising,USD,2015,Actuals
Dec,-1063853,Consulting Expense,Advertising,USD,2015,Actuals
Feb,-680213,Consulting Expense,Advertising,USD,2015,Actuals
Jan,-840546,Consulting Expense,Advertising,USD,2015,Actuals
Jul,-1632544,Consulting Expense,Advertising,USD,2015,Actuals
Jun,-1382250,Consulting Expense,Advertising,USD,2015,Actuals
Mar,-638286,Consulting Expense,Advertising,USD,2015,Actuals
May,-1072470,Consulting Expense,Advertising,USD,2015,Actuals
Nov,-1048976,Consulting Expense,Advertising,USD,2015,Actuals
Oct,-1315230,Consulting Expense,Advertising,USD,2015,Actuals
Sep,-1152236,Consulting Expense,Advertising,USD,2015,Actuals
Apr,-639841,Consulting Expense,Advertising,USD,2015,Actuals
Aug,-636013,Consulting Expense,Advertising,USD,2015,Actuals
Dec,-1707959,Software/Hardware Expense,Advertising,USD,2015,Actuals
Feb,-1048268,Software/Hardware Expense,Advertising,USD,2015,Actuals
Jan,-1050093,Software/Hardware Expense,Advertising,USD,2015,Actuals
Jul,-2327627,Software/Hardware Expense,Advertising,USD,2015,Actuals
Jun,-1852892,Software/Hardware Expense,Advertising,USD,2015,Actuals
Mar,-966784,Software/Hardware Expense,Advertising,USD,2015,Actuals
May,-1460786,Software/Hardware Expense,Advertising,USD,2015,Actuals
Nov,-1534232,Software/Hardware Expense,Advertising,USD,2015,Actuals
Oct,-1616163,Software/Hardware Expense,Advertising,USD,2015,Actuals
Sep,-1595638,Software/Hardware Expense,Advertising,USD,2015,Actuals
Apr,-928678,Software/Hardware Expense,Advertising,USD,2015,Actuals
Aug,-836034,Software/Hardware Expense,Advertising,USD,2015,Actuals
Dec,-456591,Marketing Expense,Advertising,USD,2015,Actuals
Feb,-327777,Marketing Expense,Advertising,USD,2015,Actuals
Jan,-275227,Marketing Expense,Advertising,USD,2015,Actuals
Jul,-714292,Marketing Expense,Advertising,USD,2015,Actuals
Jun,-453403,Marketing Expense,Advertising,USD,2015,Actuals
Mar,-292639,Marketing Expense,Advertising,USD,2015,Actuals
May,-377546,Marketing Expense,Advertising,USD,2015,Actuals
Nov,-389907,Marketing Expense,Advertising,USD,2015,Actuals
Oct,-425453,Marketing Expense,Advertising,USD,2015,Actuals
Sep,-517575,Marketing Expense,Advertising,USD,2015,Actuals
Apr,-286019,Marketing Expense,Advertising,USD,2015,Actuals
Aug,-263464,Marketing Expense,Advertising,USD,2015,Actuals
Dec,31591279.08,Sales,Hardware,USD,2015,Actuals
Feb,20671365,Sales,Hardware,USD,2015,Actuals
Jan,16969408.8,Sales,Hardware,USD,2015,Actuals
Jul,30855846.9,Sales,Hardware,USD,2015,Actuals
Jun,25985002.59,Sales,Hardware,USD,2015,Actuals
Mar,21706988.52,Sales,Hardware,USD,2015,Actuals
May,33633742.35,Sales,Hardware,USD,2015,Actuals
Nov,28877124.16,Sales,Hardware,USD,2015,Actuals
Oct,33424817.48,Sales,Hardware,USD,2015,Actuals
Sep,30238140.4,Sales,Hardware,USD,2015,Actuals
Apr,16485722.88,Sales,Hardware,USD,2015,Actuals
Aug,22620783.6,Sales,Hardware,USD,2015,Actuals
Dec,-13172331,Cost of Goods Sold,Hardware,USD,2015,Actuals
Feb,-10294064,Cost of Goods Sold,Hardware,USD,2015,Actuals
Jan,-7450571,Cost of Goods Sold,Hardware,USD,2015,Actuals
Jul,-13571742,Cost of Goods Sold,Hardware,USD,2015,Actuals
Jun,-12519321,Cost of Goods Sold,Hardware,USD,2015,Actuals
Mar,-9221253,Cost of Goods Sold,Hardware,USD,2015,Actuals
May,-13917348,Cost of Goods Sold,Hardware,USD,2015,Actuals
Nov,-12993746,Cost of Goods Sold,Hardware,USD,2015,Actuals
Oct,-16340698,Cost of Goods Sold,Hardware,USD,2015,Actuals
Sep,-12678165,Cost of Goods Sold,Hardware,USD,2015,Actuals
Apr,-7725376,Cost of Goods Sold,Hardware,USD,2015,Actuals
Aug,-9837654,Cost of Goods Sold,Hardware,USD,2015,Actuals
Dec,-1287585,Commissions Expense,Hardware,USD,2015,Actuals
Feb,-904129,Commissions Expense,Hardware,USD,2015,Actuals
Jan,-715290,Commissions Expense,Hardware,USD,2015,Actuals
Jul,-1350283,Commissions Expense,Hardware,USD,2015,Actuals
Jun,-1221659,Commissions Expense,Hardware,USD,2015,Actuals
Mar,-931252,Commissions Expense,Hardware,USD,2015,Actuals
May,-1659270,Commissions Expense,Hardware,USD,2015,Actuals
Nov,-1389785,Commissions Expense,Hardware,USD,2015,Actuals
Oct,-1470024,Commissions Expense,Hardware,USD,2015,Actuals
Sep,-1347979,Commissions Expense,Hardware,USD,2015,Actuals
Apr,-711157,Commissions Expense,Hardware,USD,2015,Actuals
Aug,-929404,Commissions Expense,Hardware,USD,2015,Actuals
Dec,-3813684,Payroll Expense,Hardware,USD,2015,Actuals
Feb,-2459353,Payroll Expense,Hardware,USD,2015,Actuals
Jan,-1988528,Payroll Expense,Hardware,USD,2015,Actuals
Jul,-3252981,Payroll Expense,Hardware,USD,2015,Actuals
Jun,-2709456,Payroll Expense,Hardware,USD,2015,Actuals
Mar,-2709458,Payroll Expense,Hardware,USD,2015,Actuals
May,-3552022,Payroll Expense,Hardware,USD,2015,Actuals
Nov,-3318030,Payroll Expense,Hardware,USD,2015,Actuals
Oct,-3896025,Payroll Expense,Hardware,USD,2015,Actuals
Sep,-3172400,Payroll Expense,Hardware,USD,2015,Actuals
Apr,-2003559,Payroll Expense,Hardware,USD,2015,Actuals
Aug,-2779126,Payroll Expense,Hardware,USD,2015,Actuals
Dec,-360629,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Feb,-225837,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Jan,-205282,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Jul,-324152,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Jun,-269530,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Mar,-227747,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
May,-347847,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Nov,-330614,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Oct,-370035,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Sep,-324488,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Apr,-169757,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Aug,-253011,Travel & Entertainment Expense,Hardware,USD,2015,Actuals
Dec,-1442698,R&D Expense,Hardware,USD,2015,Actuals
Feb,-1004867,R&D Expense,Hardware,USD,2015,Actuals
Jan,-723600,R&D Expense,Hardware,USD,2015,Actuals
Jul,-1507171,R&D Expense,Hardware,USD,2015,Actuals
Jun,-1141605,R&D Expense,Hardware,USD,2015,Actuals
Mar,-965808,R&D Expense,Hardware,USD,2015,Actuals
May,-1499915,R&D Expense,Hardware,USD,2015,Actuals
Nov,-1394273,R&D Expense,Hardware,USD,2015,Actuals
Oct,-1515831,R&D Expense,Hardware,USD,2015,Actuals
Sep,-1237536,R&D Expense,Hardware,USD,2015,Actuals
Apr,-689206,R&D Expense,Hardware,USD,2015,Actuals
Aug,-1075555,R&D Expense,Hardware,USD,2015,Actuals
Dec,-1693505,Consulting Expense,Hardware,USD,2015,Actuals
Feb,-1145770,Consulting Expense,Hardware,USD,2015,Actuals
Jan,-1017910,Consulting Expense,Hardware,USD,2015,Actuals
Jul,-1592349,Consulting Expense,Hardware,USD,2015,Actuals
Jun,-1546855,Consulting Expense,Hardware,USD,2015,Actuals
Mar,-1136471,Consulting Expense,Hardware,USD,2015,Actuals
May,-1914496,Consulting Expense,Hardware,USD,2015,Actuals
Nov,-1596932,Consulting Expense,Hardware,USD,2015,Actuals
Oct,-2010672,Consulting Expense,Hardware,USD,2015,Actuals
Sep,-1733965,Consulting Expense,Hardware,USD,2015,Actuals
Apr,-873995,Consulting Expense,Hardware,USD,2015,Actuals
Aug,-1318910,Consulting Expense,Hardware,USD,2015,Actuals
Dec,-2275942,Software/Hardware Expense,Hardware,USD,2015,Actuals
Feb,-1591750,Software/Hardware Expense,Hardware,USD,2015,Actuals
Jan,-1206195,Software/Hardware Expense,Hardware,USD,2015,Actuals
Jul,-2268443,Software/Hardware Expense,Hardware,USD,2015,Actuals
Jun,-2160356,Software/Hardware Expense,Hardware,USD,2015,Actuals
Mar,-1622068,Software/Hardware Expense,Hardware,USD,2015,Actuals
May,-2863033,Software/Hardware Expense,Hardware,USD,2015,Actuals
Nov,-2141293,Software/Hardware Expense,Hardware,USD,2015,Actuals
Oct,-2409168,Software/Hardware Expense,Hardware,USD,2015,Actuals
Sep,-2503681,Software/Hardware Expense,Hardware,USD,2015,Actuals
Apr,-1226905,Software/Hardware Expense,Hardware,USD,2015,Actuals
Aug,-1907784,Software/Hardware Expense,Hardware,USD,2015,Actuals
Dec,-683941,Marketing Expense,Hardware,USD,2015,Actuals
Feb,-465522,Marketing Expense,Hardware,USD,2015,Actuals
Jan,-361779,Marketing Expense,Hardware,USD,2015,Actuals
Jul,-742056,Marketing Expense,Hardware,USD,2015,Actuals
Jun,-598031,Marketing Expense,Hardware,USD,2015,Actuals
Mar,-435154,Marketing Expense,Hardware,USD,2015,Actuals
May,-771709,Marketing Expense,Hardware,USD,2015,Actuals
Nov,-602653,Marketing Expense,Hardware,USD,2015,Actuals
Oct,-803064,Marketing Expense,Hardware,USD,2015,Actuals
Sep,-630665,Marketing Expense,Hardware,USD,2015,Actuals
Apr,-387703,Marketing Expense,Hardware,USD,2015,Actuals
Aug,-491851,Marketing Expense,Hardware,USD,2015,Actuals
Dec,84700526,Sales,Software,USD,2016,Actuals
Feb,83561516,Sales,Software,USD,2016,Actuals
Jan,81655883,Sales,Software,USD,2016,Actuals
Jul,96670862,Sales,Software,USD,2016,Actuals
Jun,90524362,Sales,Software,USD,2016,Actuals
Mar,61969697,Sales,Software,USD,2016,Actuals
May,86214061,Sales,Software,USD,2016,Actuals
Nov,51372015,Sales,Software,USD,2016,Actuals
